step,train_acc
46000,1.0
46100,1.0
46200,1.0
46300,1.0
46400,1.0
46500,1.0
46600,1.0
46700,1.0
46800,1.0
46900,1.0
47000,1.0
47100,1.0
47200,1.0
47300,1.0
47400,1.0
47500,1.0
47600,1.0
47700,1.0
47800,1.0
47900,1.0
48000,1.0
48100,1.0
48200,1.0
48300,1.0
48400,1.0
48500,1.0
48600,1.0
48700,1.0
48800,1.0
48900,1.0
49000,1.0
49100,1.0
49200,1.0
49300,1.0
49400,1.0
49500,1.0
49600,1.0
49700,1.0
49800,1.0
49900,1.0
50000,1.0
50100,1.0
50200,1.0
50300,1.0
50400,1.0
50500,1.0
50600,1.0
50700,1.0
50800,1.0
50900,1.0
51000,1.0
51100,1.0
51200,1.0
51300,1.0
51400,1.0
51500,1.0
51600,1.0
51700,1.0
51800,1.0
51900,1.0
52000,1.0
52100,1.0
52200,1.0
52300,1.0
52400,1.0
52500,1.0
52600,1.0
52700,1.0
52800,1.0
52900,1.0
53000,1.0
53100,1.0
53200,1.0
53300,1.0
53400,1.0
53500,1.0
53600,1.0
53700,1.0
53800,1.0
53900,1.0
54000,1.0
54100,1.0
54200,1.0
54300,1.0
54400,1.0
54500,1.0
54600,1.0
54700,1.0
54800,1.0
54900,1.0
55000,1.0
55100,1.0
55200,1.0
55300,1.0
55400,1.0
55500,1.0
55600,1.0
55700,1.0
55800,1.0
55900,1.0
56000,1.0
56100,1.0
56200,1.0
56300,1.0
56400,1.0
56500,1.0
56600,1.0
56700,1.0
56800,1.0
56900,1.0
57000,1.0
57100,1.0
57200,1.0
57300,1.0
57400,1.0
57500,1.0
57600,1.0
57700,1.0
57800,1.0
57900,1.0
58000,1.0
58100,1.0
58200,1.0
58300,1.0
58400,1.0
58500,1.0
58600,1.0
58700,1.0
58800,1.0
58900,1.0
59000,1.0
59100,1.0
59200,1.0
59300,1.0
59400,1.0
59500,1.0
59600,1.0
59700,1.0
59800,1.0
59900,1.0
60000,1.0
60100,1.0
60200,1.0
60300,1.0
60400,1.0
60500,1.0
60600,1.0
60700,1.0
60800,1.0
60900,1.0
61000,1.0
61100,1.0
61200,1.0
61300,1.0
61400,1.0
61500,1.0
61600,1.0
61700,1.0
61800,1.0
61900,1.0
62000,1.0
62100,1.0
62200,1.0
62300,1.0
62400,1.0
62500,1.0
62600,1.0
62700,1.0
62800,1.0
62900,1.0
63000,1.0
63100,1.0
63200,1.0
63300,1.0
63400,1.0
63500,1.0
63600,1.0
63700,1.0
63800,1.0
63900,1.0
64000,1.0
64100,1.0
64200,1.0
64300,1.0
64400,1.0
64500,1.0
64600,1.0
64700,1.0
64800,1.0
64900,1.0
65000,1.0
65100,1.0
65200,1.0
65300,1.0
65400,1.0
65500,1.0
65600,1.0
65700,1.0
65800,1.0
65900,1.0
66000,1.0
66100,1.0
66200,1.0
66300,1.0
66400,1.0
66500,1.0
66600,1.0
66700,1.0
66800,1.0
66900,1.0
67000,1.0
67100,1.0
67200,1.0
67300,1.0
67400,1.0
67500,1.0
67600,1.0
67700,1.0
67800,1.0
67900,1.0
68000,1.0
68100,1.0
68200,1.0
68300,1.0
68400,1.0
68500,1.0
68600,1.0
68700,1.0
68800,1.0
68900,1.0
69000,1.0
69100,1.0
69200,1.0
69300,1.0
69400,1.0
69500,1.0
69600,1.0
69700,1.0
69800,1.0
69900,1.0
70000,1.0
70100,1.0
70200,1.0
70300,1.0
70400,1.0
70500,1.0
70600,1.0
70700,1.0
70800,1.0
70900,1.0
71000,1.0
71100,1.0
71200,1.0
71300,1.0
71400,1.0
71500,1.0
71600,1.0
71700,1.0
71800,1.0
71900,1.0
72000,1.0
72100,1.0
72200,1.0
72300,1.0
72400,1.0
72500,1.0
72600,1.0
72700,1.0
72800,1.0
72900,1.0
73000,1.0
73100,1.0
73200,1.0
73300,1.0
73400,1.0
73500,1.0
73600,1.0
73700,1.0
73800,1.0
73900,1.0
74000,1.0
74100,1.0
74200,1.0
74300,1.0
74400,1.0
74500,1.0
74600,1.0
74700,1.0
74800,1.0
74900,1.0
75000,1.0
75100,1.0
75200,1.0
75300,1.0
75400,1.0
75500,1.0
75600,1.0
75700,1.0
75800,1.0
75900,1.0
76000,1.0
76100,1.0
76200,1.0
76300,1.0
76400,1.0
76500,1.0
76600,1.0
76700,1.0
76800,1.0
76900,1.0
77000,1.0
77100,1.0
77200,1.0
77300,1.0
77400,1.0
77500,1.0
77600,1.0
77700,1.0
77800,1.0
77900,1.0
78000,1.0
78100,1.0
78200,1.0
78300,1.0
78400,1.0
78500,1.0
78600,1.0
78700,1.0
78800,1.0
78900,1.0
79000,1.0
79100,1.0
79200,1.0
79300,1.0
79400,1.0
79500,1.0
79600,1.0
79700,1.0
79800,1.0
79900,1.0
80000,1.0
80100,1.0
80200,1.0
80300,1.0
80400,1.0
80500,1.0
80600,1.0
80700,1.0
80800,1.0
80900,1.0
81000,1.0
81100,1.0
81200,1.0
81300,1.0
81400,1.0
81500,1.0
81600,1.0
81700,1.0
81800,1.0
81900,1.0
82000,1.0
82100,1.0
82200,1.0
82300,1.0
82400,1.0
82500,1.0
82600,1.0
82700,1.0
82800,1.0
82900,1.0
83000,1.0
83100,1.0
83200,1.0
83300,1.0
83400,1.0
83500,1.0
83600,1.0
83700,1.0
83800,1.0
83900,1.0
84000,1.0
84100,1.0
84200,1.0
84300,1.0
84400,1.0
84500,1.0
84600,1.0
84700,1.0
84800,1.0
84900,1.0
85000,1.0
85100,1.0
85200,1.0
85300,1.0
85400,1.0
85500,1.0
85600,1.0
85700,1.0
85800,1.0
85900,1.0
86000,1.0
86100,1.0
86200,1.0
86300,1.0
86400,1.0
86500,1.0
86600,1.0
86700,1.0
86800,1.0
86900,1.0
87000,1.0
87100,1.0
87200,1.0
87300,1.0
87400,1.0
87500,1.0
87600,1.0
87700,1.0
87800,1.0
87900,1.0
88000,1.0
88100,1.0
88200,1.0
88300,1.0
88400,1.0
88500,1.0
88600,1.0
88700,1.0
88800,1.0
88900,1.0
89000,1.0
89100,1.0
89200,1.0
89300,1.0
89400,1.0
89500,1.0
89600,1.0
89700,1.0
89800,1.0
89900,1.0
90000,1.0
90100,1.0
90200,1.0
90300,1.0
90400,1.0
90500,1.0
90600,1.0
90700,1.0
90800,1.0
90900,1.0
91000,1.0
91100,1.0
91200,1.0
91300,1.0
91400,1.0
91500,1.0
91600,1.0
91700,1.0
91800,1.0
91900,1.0
92000,1.0
92100,1.0
92200,1.0
92300,1.0
92400,1.0
92500,1.0
92600,1.0
92700,1.0
92800,1.0
92900,1.0
93000,1.0
93100,1.0
93200,1.0
93300,1.0
93400,1.0
93500,1.0
93600,1.0
93700,1.0
93800,1.0
93900,1.0
94000,1.0
94100,1.0
94200,1.0
94300,1.0
94400,1.0
94500,1.0
94600,1.0
94700,1.0
94800,1.0
94900,1.0
95000,1.0
95100,1.0
95200,1.0
95300,1.0
95400,1.0
95500,1.0
95600,1.0
95700,1.0
95800,1.0
95900,1.0
96000,1.0
96100,1.0
96200,1.0
96300,1.0
96400,1.0
96500,1.0
96600,1.0
96700,1.0
96800,1.0
96900,1.0
97000,1.0
97100,1.0
97200,1.0
97300,1.0
97400,1.0
97500,1.0
97600,1.0
97700,1.0
97800,1.0
97900,1.0
98000,1.0
98100,1.0
98200,1.0
98300,1.0
98400,1.0
98500,1.0
98600,1.0
98700,1.0
98800,1.0
98900,1.0
99000,1.0
99100,1.0
99200,1.0
99300,1.0
99400,1.0
99500,1.0
99600,1.0
99700,1.0
99800,1.0
99900,1.0
100000,1.0
100100,1.0
100200,1.0
100300,1.0
100400,1.0
100500,1.0
100600,1.0
100700,1.0
100800,1.0
100900,1.0
101000,1.0
101100,1.0
101200,1.0
101300,1.0
101400,1.0
101500,1.0
101600,1.0
101700,1.0
101800,1.0
101900,1.0
102000,1.0
102100,1.0
102200,1.0
102300,1.0
102400,1.0
102500,1.0
102600,1.0
102700,1.0
102800,1.0
102900,1.0
103000,1.0
103100,1.0
103200,1.0
103300,1.0
103400,1.0
103500,1.0
103600,1.0
103700,1.0
103800,1.0
103900,1.0
104000,1.0
104100,1.0
104200,1.0
104300,1.0
104400,1.0
104500,1.0
104600,1.0
104700,1.0
104800,1.0
104900,1.0
105000,1.0
105100,1.0
105200,1.0
105300,1.0
105400,1.0
105500,1.0
105600,1.0
105700,1.0
105800,1.0
105900,1.0
106000,1.0
106100,1.0
106200,1.0
106300,1.0
106400,1.0
106500,1.0
106600,1.0
106700,1.0
106800,1.0
106900,1.0
107000,1.0
107100,1.0
107200,1.0
107300,1.0
107400,1.0
107500,1.0
107600,1.0
107700,1.0
107800,1.0
107900,1.0
108000,1.0
108100,1.0
108200,1.0
108300,1.0
108400,1.0
108500,1.0
108600,1.0
108700,1.0
108800,1.0
108900,1.0
109000,1.0
109100,1.0
109200,1.0
109300,1.0
109400,1.0
109500,1.0
109600,1.0
109700,1.0
109800,1.0
109900,1.0
110000,1.0
110100,1.0
110200,1.0
110300,1.0
110400,1.0
110500,1.0
110600,1.0
110700,1.0
110800,1.0
110900,1.0
111000,1.0
111100,1.0
111200,1.0
111300,1.0
111400,1.0
111500,1.0
111600,1.0
111700,1.0
111800,1.0
111900,1.0
112000,1.0
112100,1.0
112200,1.0
112300,1.0
112400,1.0
112500,1.0
112600,1.0
112700,1.0
112800,1.0
112900,1.0
113000,1.0
113100,1.0
113200,1.0
113300,1.0
113400,1.0
113500,1.0
113600,1.0
113700,1.0
113800,1.0
113900,1.0
114000,1.0
114100,1.0
114200,1.0
114300,1.0
114400,1.0
114500,1.0
114600,1.0
114700,1.0
114800,1.0
114900,1.0
115000,1.0
115100,1.0
115200,1.0
115300,1.0
115400,1.0
115500,1.0
115600,1.0
115700,1.0
115800,1.0
115900,1.0
116000,1.0
116100,1.0
116200,1.0
116300,1.0
116400,1.0
116500,1.0
116600,1.0
116700,1.0
116800,1.0
116900,1.0
117000,1.0
117100,1.0
117200,1.0
117300,1.0
117400,1.0
117500,1.0
117600,1.0
117700,1.0
117800,1.0
117900,1.0
118000,1.0
118100,1.0
118200,1.0
118300,1.0
118400,1.0
118500,1.0
118600,1.0
118700,1.0
118800,1.0
118900,1.0
119000,1.0
119100,1.0
119200,1.0
119300,1.0
119400,1.0
119500,1.0
119600,1.0
119700,1.0
119800,1.0
119900,1.0
120000,1.0
120100,1.0
120200,1.0
120300,1.0
120400,1.0
120500,1.0
120600,1.0
120700,1.0
120800,1.0
120900,1.0
121000,1.0
121100,1.0
121200,1.0
121300,1.0
121400,1.0
121500,1.0
121600,1.0
121700,1.0
121800,1.0
121900,1.0
122000,1.0
122100,1.0
122200,1.0
122300,1.0
122400,1.0
122500,1.0
122600,1.0
122700,1.0
122800,1.0
122900,1.0
123000,1.0
123100,1.0
123200,1.0
123300,1.0
123400,1.0
123500,1.0
123600,1.0
123700,1.0
123800,1.0
123900,1.0
124000,1.0
124100,1.0
124200,1.0
124300,1.0
124400,1.0
124500,1.0
124600,1.0
124700,1.0
124800,1.0
124900,1.0
125000,1.0
125100,1.0
125200,1.0
125300,1.0
125400,1.0
125500,1.0
125600,1.0
125700,1.0
125800,1.0
125900,1.0
126000,1.0
126100,1.0
126200,1.0
126300,1.0
126400,1.0
126500,1.0
126600,1.0
126700,1.0
126800,1.0
126900,1.0
127000,1.0
127100,1.0
127200,1.0
127300,1.0
127400,1.0
127500,1.0
127600,1.0
127700,1.0
127800,1.0
127900,1.0
128000,1.0
128100,1.0
128200,1.0
128300,1.0
128400,1.0
128500,1.0
128600,1.0
128700,1.0
128800,1.0
128900,1.0
129000,1.0
129100,1.0
129200,1.0
129300,1.0
129400,1.0
129500,1.0
129600,1.0
129700,1.0
129800,1.0
129900,1.0
130000,1.0
130100,1.0
130200,1.0
130300,1.0
130400,1.0
130500,1.0
130600,1.0
130700,1.0
130800,1.0
130900,1.0
131000,1.0
131100,1.0
131200,1.0
131300,1.0
131400,1.0
131500,1.0
131600,1.0
131700,1.0
131800,1.0
131900,1.0
132000,1.0
132100,1.0
132200,1.0
132300,1.0
132400,1.0
132500,1.0
132600,1.0
132700,1.0
132800,1.0
132900,1.0
133000,1.0
133100,1.0
133200,1.0
133300,1.0
133400,1.0
133500,1.0
133600,1.0
133700,1.0
133800,1.0
133900,1.0
134000,1.0
134100,1.0
134200,1.0
134300,1.0
134400,1.0
134500,1.0
134600,1.0
134700,1.0
134800,1.0
134900,1.0
135000,1.0
135100,1.0
135200,1.0
135300,1.0
135400,1.0
135500,1.0
135600,1.0
135700,1.0
135800,1.0
135900,1.0
136000,1.0
136100,1.0
136200,1.0
136300,1.0
136400,1.0
136500,1.0
136600,1.0
136700,1.0
136800,1.0
136900,1.0
137000,1.0
137100,1.0
137200,1.0
137300,1.0
137400,1.0
137500,1.0
137600,1.0
137700,1.0
137800,1.0
137900,1.0
138000,1.0
138100,1.0
138200,1.0
138300,1.0
138400,1.0
138500,1.0
138600,1.0
138700,1.0
138800,1.0
138900,1.0
139000,1.0
139100,1.0
139200,1.0
139300,1.0
139400,1.0
139500,1.0
139600,1.0
139700,1.0
139800,1.0
139900,1.0
140000,1.0
140100,1.0
140200,1.0
140300,1.0
140400,1.0
140500,1.0
140600,1.0
140700,1.0
140800,1.0
140900,1.0
141000,1.0
141100,1.0
141200,1.0
141300,1.0
141400,1.0
141500,1.0
141600,1.0
141700,1.0
141800,1.0
141900,1.0
142000,1.0
142100,1.0
142200,1.0
142300,1.0
142400,1.0
142500,1.0
142600,1.0
142700,1.0
142800,1.0
142900,1.0
143000,1.0
143100,1.0
143200,1.0
143300,1.0
143400,1.0
143500,1.0
143600,1.0
143700,1.0
143800,1.0
143900,1.0
144000,1.0
144100,1.0
144200,1.0
144300,1.0
144400,1.0
144500,1.0
144600,1.0
144700,1.0
144800,1.0
144900,1.0
145000,1.0
145100,1.0
145200,1.0
145300,1.0
145400,1.0
145500,1.0
145600,1.0
145700,1.0
145800,1.0
145900,1.0
146000,1.0
146100,1.0
146200,1.0
146300,1.0
146400,1.0
146500,1.0
146600,1.0
146700,1.0
146800,1.0
146900,1.0
147000,1.0
147100,1.0
147200,1.0
147300,1.0
147400,1.0
147500,1.0
147600,1.0
147700,1.0
147800,1.0
147900,1.0
148000,1.0
148100,1.0
148200,1.0
148300,1.0
148400,1.0
148500,1.0
148600,1.0
148700,1.0
148800,1.0
148900,1.0
149000,1.0
149100,1.0
149200,1.0
149300,1.0
149400,1.0
149500,1.0
149600,1.0
149700,1.0
149800,1.0
149900,1.0
150000,1.0
150100,1.0
150200,1.0
150300,1.0
150400,1.0
150500,1.0
150600,1.0
150700,1.0
150800,1.0
150900,1.0
151000,1.0
151100,1.0
151200,1.0
151300,1.0
151400,1.0
151500,1.0
151600,1.0
151700,1.0
151800,1.0
151900,1.0
152000,1.0
152100,1.0
152200,1.0
152300,1.0
152400,1.0
152500,1.0
152600,1.0
152700,1.0
152800,1.0
152900,1.0
153000,1.0
153100,1.0
153200,1.0
153300,1.0
153400,1.0
153500,1.0
153600,1.0
153700,1.0
153800,1.0
153900,1.0
154000,1.0
154100,1.0
154200,1.0
154300,1.0
154400,1.0
154500,1.0
154600,1.0
154700,1.0
154800,1.0
154900,1.0
155000,1.0
155100,1.0
155200,1.0
155300,1.0
155400,1.0
155500,1.0
155600,1.0
155700,1.0
155800,1.0
155900,1.0
156000,1.0
156100,1.0
156200,1.0
156300,1.0
156400,1.0
156500,1.0
156600,1.0
156700,1.0
156800,1.0
156900,1.0
157000,1.0
157100,1.0
157200,1.0
157300,1.0
157400,1.0
157500,1.0
157600,1.0
157700,1.0
157800,1.0
157900,1.0
158000,1.0
158100,1.0
158200,1.0
158300,1.0
158400,1.0
158500,1.0
158600,1.0
158700,1.0
158800,1.0
158900,1.0
159000,1.0
159100,1.0
159200,1.0
159300,1.0
159400,1.0
159500,1.0
159600,1.0
159700,1.0
159800,1.0
159900,1.0
160000,1.0
160100,1.0
160200,1.0
160300,1.0
160400,1.0
160500,1.0
160600,1.0
160700,1.0
160800,1.0
160900,1.0
161000,1.0
161100,1.0
161200,1.0
161300,1.0
161400,1.0
161500,1.0
161600,1.0
161700,1.0
161800,1.0
161900,1.0
162000,1.0
162100,1.0
162200,1.0
162300,1.0
162400,1.0
162500,1.0
162600,1.0
162700,1.0
162800,1.0
162900,1.0
163000,1.0
163100,1.0
163200,1.0
163300,1.0
163400,1.0
163500,1.0
163600,1.0
163700,1.0
163800,1.0
163900,1.0
164000,1.0
164100,1.0
164200,1.0
164300,1.0
164400,1.0
164500,1.0
164600,1.0
164700,1.0
164800,1.0
164900,1.0
165000,1.0
165100,1.0
165200,1.0
165300,1.0
165400,1.0
165500,1.0
165600,1.0
165700,1.0
165800,1.0
165900,1.0
166000,1.0
166100,1.0
166200,1.0
166300,1.0
166400,1.0
166500,1.0
166600,1.0
166700,1.0
166800,1.0
166900,1.0
167000,1.0
167100,1.0
167200,1.0
167300,1.0
167400,1.0
167500,1.0
167600,1.0
167700,1.0
167800,1.0
167900,1.0
168000,1.0
168100,1.0
168200,1.0
168300,1.0
168400,1.0
168500,1.0
168600,1.0
168700,1.0
168800,1.0
168900,1.0
169000,1.0
169100,1.0
169200,1.0
169300,1.0
169400,1.0
169500,1.0
169600,1.0
169700,1.0
169800,1.0
169900,1.0
170000,1.0
170100,1.0
170200,1.0
170300,1.0
170400,1.0
170500,1.0
170600,1.0
170700,1.0
170800,1.0
170900,1.0
171000,1.0
171100,1.0
171200,1.0
171300,1.0
171400,1.0
171500,1.0
171600,1.0
171700,1.0
171800,1.0
171900,1.0
172000,1.0
172100,1.0
172200,1.0
172300,1.0
172400,1.0
172500,1.0
172600,1.0
172700,1.0
172800,1.0
172900,1.0
173000,1.0
173100,1.0
173200,1.0
173300,1.0
173400,1.0
173500,1.0
173600,1.0
173700,1.0
173800,1.0
173900,1.0
174000,1.0
174100,1.0
174200,1.0
174300,1.0
174400,1.0
174500,1.0
174600,1.0
174700,1.0
174800,1.0
174900,1.0
175000,1.0
175100,1.0
175200,1.0
175300,1.0
175400,1.0
175500,1.0
175600,1.0
175700,1.0
175800,1.0
175900,1.0
176000,1.0
176100,1.0
176200,1.0
176300,1.0
176400,1.0
176500,1.0
176600,1.0
176700,1.0
176800,1.0
176900,1.0
177000,1.0
177100,1.0
177200,1.0
177300,1.0
177400,1.0
177500,1.0
177600,1.0
177700,1.0
177800,1.0
177900,1.0
178000,1.0
178100,1.0
178200,1.0
178300,1.0
178400,1.0
178500,1.0
178600,1.0
178700,1.0
178800,1.0
178900,1.0
179000,1.0
179100,1.0
179200,1.0
179300,1.0
179400,1.0
179500,1.0
179600,1.0
179700,1.0
179800,1.0
179900,1.0
180000,1.0
180100,1.0
180200,1.0
180300,1.0
180400,1.0
180500,1.0
180600,1.0
180700,1.0
180800,1.0
180900,1.0
181000,1.0
181100,1.0
181200,1.0
181300,1.0
181400,1.0
181500,1.0
181600,1.0
181700,1.0
181800,1.0
181900,1.0
182000,1.0
182100,1.0
182200,1.0
182300,1.0
182400,1.0
182500,1.0
182600,1.0
182700,1.0
182800,1.0
182900,1.0
183000,1.0
183100,1.0
183200,1.0
183300,1.0
183400,1.0
183500,1.0
183600,1.0
183700,1.0
183800,1.0
183900,1.0
184000,1.0
184100,1.0
184200,1.0
184300,1.0
184400,1.0
184500,1.0
184600,1.0
184700,1.0
184800,1.0
184900,1.0
185000,1.0
185100,1.0
185200,1.0
185300,1.0
185400,1.0
185500,1.0
185600,1.0
185700,1.0
185800,1.0
185900,1.0
186000,1.0
186100,1.0
186200,1.0
186300,1.0
186400,1.0
186500,1.0
186600,1.0
186700,1.0
186800,1.0
186900,1.0
187000,1.0
187100,1.0
187200,1.0
187300,1.0
187400,1.0
187500,1.0
187600,1.0
187700,1.0
187800,1.0
187900,1.0
188000,1.0
188100,1.0
188200,1.0
188300,1.0
